_source_file,ack_flag_cnt,ack_flag_count,active_max,active_mean,active_min,active_std,average_packet_size,avg_bwd_segment_size,avg_fwd_segment_size,bwd_avg_bulk_rate,bwd_avg_bytes_bulk,bwd_avg_packets_bulk,bwd_blk_rate_avg,bwd_byts_b_avg,bwd_header_len,bwd_header_length,bwd_iat_max,bwd_iat_mean,bwd_iat_min,bwd_iat_std,bwd_iat_tot,bwd_iat_total,bwd_packet_length_max,bwd_packet_length_mean,bwd_packet_length_min,bwd_packet_length_std,bwd_packets_s,bwd_pkt_len_max,bwd_pkt_len_mean,bwd_pkt_len_min,bwd_pkt_len_std,bwd_pkts_s,bwd_psh_flags,bwd_seg_size_avg,bwd_urg_flags,cwe_flag_count,down_up_ratio,dst_port,ece_flag_cnt,ece_flag_count,fin_flag_cnt,fin_flag_count,flow_bytes_s,flow_byts_s,flow_duration,flow_iat_max,flow_iat_mean,flow_iat_min,flow_iat_std,flow_packets_s,flow_pkts_s,fwd_act_data_pkts,fwd_avg_bulk_rate,fwd_avg_bytes_bulk,fwd_avg_packets_bulk,fwd_blk_rate_avg,fwd_byts_b_avg,fwd_header_len,fwd_header_length,fwd_header_length1,fwd_iat_max,fwd_iat_mean,fwd_iat_min,fwd_iat_std,fwd_iat_tot,fwd_iat_total,fwd_packet_length_max,fwd_packet_length_mean,fwd_packet_length_min,fwd_packet_length_std,fwd_packets_s,fwd_pkt_len_max,fwd_pkt_len_mean,fwd_pkt_len_min,fwd_pkt_len_std,fwd_pkts_b_avg,fwd_pkts_s,fwd_psh_flags,fwd_seg_size_avg,fwd_seg_size_min,fwd_urg_flags,idle_max,idle_mean,idle_min,idle_std,inbound,init_bwd_win_byts,init_fwd_win_byts,init_win_bytes_forward,label,max_packet_length,min_packet_length,packet_length_mean,packet_length_std,packet_length_variance,pkt_len_max,pkt_len_mean,pkt_len_min,pkt_len_std,pkt_len_var,pkt_size_avg,protocol,psh_flag_cnt,psh_flag_count,rst_flag_cnt,rst_flag_count,subflow_bwd_bytes,subflow_bwd_byts,subflow_bwd_packets,subflow_bwd_pkts,subflow_fwd_bytes,subflow_fwd_byts,subflow_fwd_packets,subflow_fwd_pkts,syn_flag_cnt,syn_flag_count,timestamp,tot_bwd_pkts,tot_fwd_pkts,total_backward_packets,total_fwd_packets,total_length_of_bwd_packets,total_length_of_fwd_packets,totlen_bwd_pkts,totlen_fwd_pkts,urg_flag_cnt,urg_flag_count
CICD_DOS.csv,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,712.0,,96518.0,14196.380952381,13.0,29303.6685237125,298124.0,,,,,,,976.0,121.1363636364,0.0,258.6415602914,73.791331531,0.0,121.1363636364,0.0,0.0,1.0,22.0,0.0,,0.0,,,15459.0,298138.0,73505.0,6933.4418604651,4.0,16617.6053519586,,147.0,16.0,,,,0.0,0.0,712.0,,,73505.0,14173.8571428571,316.0,23052.800693811,297651.0,,,,,,,640.0,88.3636363636,0.0,137.8690011274,0.0,73.791331531,0.0,88.3636363636,32.0,0.0,0.0,0.0,0.0,0.0,,230.0,26883.0,,Bruteforce,,,,,,976.0,102.4222222222,0.0,203.7441007388,41511.6585858586,104.75,6.0,1.0,,0.0,,,2665.0,,22.0,,1944.0,,22.0,0.0,,4667.0,22.0,22.0,,,,,2665.0,1944.0,0.0,
CICD_DOS.csv,1.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,,0.0,,,0.0,1.600222E7,1.600222E7,1.600222E7,1.600222E7,0.0,,0.0,0.0,,,,0.0,0.0,64.0,,,1.600222E7,1.600222E7,1.600222E7,0.0,1.600222E7,,,,,,,0.0,0.0,0.0,0.0,0.0,0.1249826587,0.0,0.0,32.0,0.0,1.600222E7,1.600222E7,1.600222E7,0.0,,-1.0,226.0,,DoS,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,,22695.0,0.0,2.0,,,,,0.0,0.0,0.0,
CICD_DOS.csv,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,20.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,2000000.0,0.0,,,,0.0,0.0,40.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,,0.0,26883.0,,Bruteforce,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,,0.0,,,0.0,,1.0,,0.0,,1.0,0.0,,27405.0,1.0,1.0,,,,,0.0,0.0,0.0,
CICD_DOS_2019.csv,,1.0,53.0,18.333333333333336,1.0,30.02221399786054,6.6,6.0,6.0,0.0,0.0,0.0,,,,40.0,1.0,1.0,1.0,0.0,,1.0,6.0,6.0,6.0,0.0,0.0363111746387215,,,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,1.0893352391616455,,5.5079463E7,2.7941154E7,6119940.333333332,1.0,1.0318155566697698E7,0.1815558731936075,,,0.0,0.0,0.0,,,,160.0,160.0,2.7941154E7,7868494.714285713,1.0,1.1220562857507056E7,,5.5079463E7,6.0,6.0,6.0,0.0,0.145244698554886,,,,,,,0.0,,,0.0,2.7941154E7,1.835980233333333E7,9105539.0,9422066.55625019,1.0,,,5840.0,Syn,6.0,6.0,6.0,0.0,0.0,,,,,,,6.0,,0.0,,0.0,12.0,,2.0,,48.0,,8.0,,,0.0,,,,2.0,8.0,12.0,48.0,,,,0.0
CICD_DOS.csv,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,32.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,3.755092844670585,0.0,0.0,0.0,0.0,0.0,445.0,0.0,,0.0,,,0.0,266305.0,266155.0,88768.33333333334,69.0,153621.35974314684,,15.0,0.0,,,,0.0,0.0,72.0,,,266224.0,133152.5,81.0,188191.5200653313,266305.0,,,,,,,0.0,0.0,0.0,0.0,0.0,11.265278534011752,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,8192.0,8192.0,,Benign,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,,0.0,,,0.0,,1.0,,0.0,,3.0,0.0,,24549.0,1.0,3.0,,,,,0.0,0.0,0.0,
CICD_DOS.csv,1.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,,0.0,,,0.0,2675.0,2675.0,2675.0,2675.0,0.0,,747.0,0.0,,,,0.0,0.0,64.0,,,2675.0,2675.0,2675.0,0.0,2675.0,,,,,,,0.0,0.0,0.0,0.0,0.0,747.6635514,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,,-1.0,225.0,,DoS,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,,173.0,0.0,2.0,,,,,0.0,0.0,0.0,
CICD_DOS_2019.csv,,0.0,0.0,0.0,0.0,0.0,442.0,0.0,359.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,13227.002216764628,,108717.0,108714.0,36239.0,1.0,62765.19114126874,36.7927738992062,,,0.0,0.0,0.0,,,,0.0,0.0,108714.0,36239.0,1.0,62765.19114126874,,108717.0,389.0,359.5,330.0,34.06366588218791,36.7927738992062,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,,-1.0,UDP,389.0,330.0,353.6,32.3156308928048,1044.3,,,,,,,17.0,,0.0,,0.0,0.0,,0.0,,1438.0,,4.0,,,0.0,,,,0.0,4.0,0.0,1438.0,,,,0.0
CICD_DOS.csv,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,20.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,1.0,49153.0,0.0,,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,2000000.0,0.0,,,,0.0,0.0,24.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,,0.0,1024.0,,Infilteration,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,,0.0,,,0.0,,1.0,,0.0,,1.0,0.0,,2808.0,1.0,1.0,,,,,0.0,0.0,0.0,
CICD_DOS.csv,1.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8080.0,0.0,,0.0,,,0.0,490.0,490.0,490.0,490.0,0.0,,4081.0,0.0,,,,0.0,0.0,40.0,,,490.0,490.0,490.0,0.0,490.0,,,,,,,0.0,0.0,0.0,0.0,0.0,4081.632653,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,-1.0,2052.0,,Bot,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,,4830.0,0.0,2.0,,,,,0.0,0.0,0.0,
CICD_DOS.csv,1.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,,0.0,,,0.0,15433.0,15433.0,15433.0,15433.0,0.0,,129.0,0.0,,,,0.0,0.0,40.0,,,15433.0,15433.0,15433.0,0.0,15433.0,,,,,,,0.0,0.0,0.0,0.0,0.0,129.5924318,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,-1.0,32738.0,,DDoS,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,,1108.0,0.0,2.0,,,,,0.0,0.0,0.0,
CICD_DOS.csv,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,20.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,3584.229391,0.0,0.0,0.0,0.0,1.0,32770.0,0.0,,0.0,,,0.0,279.0,279.0,279.0,279.0,0.0,,7168.0,0.0,,,,0.0,0.0,24.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,3584.229391,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,,0.0,1024.0,,Infilteration,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,,0.0,,,0.0,,1.0,,0.0,,1.0,0.0,,280.0,1.0,1.0,,,,,0.0,0.0,0.0,
CICD_DOS.csv,1.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57449.0,0.0,,0.0,,,0.0,49.0,49.0,49.0,49.0,0.0,,40816.0,0.0,,,,0.0,0.0,40.0,,,49.0,49.0,49.0,0.0,49.0,,,,,,,0.0,0.0,0.0,0.0,0.0,40816.3265306122,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,-1.0,259.0,,Benign,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,,3419.0,0.0,2.0,,,,,0.0,0.0,0.0,
CICD_DOS.csv,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,56.0,56.0,56.0,0.0,3012.0481927710844,0.0,56.0,0.0,0.0,1.0,53.0,0.0,,0.0,,,289156.0,332.0,332.0,332.0,332.0,0.0,,6024.0,0.0,,,,0.0,0.0,8.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,40.0,40.0,40.0,0.0,0.0,3012.0481927710844,0.0,40.0,8.0,0.0,0.0,0.0,0.0,0.0,,-1.0,-1.0,,Benign,,,,,,56.0,45.333333333333336,40.0,9.237604307034012,85.33333333333333,68.0,17.0,0.0,,0.0,,,56.0,,1.0,,40.0,,1.0,0.0,,26817.0,1.0,1.0,,,,,56.0,40.0,0.0,
CICD_DOS.csv,1.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,,0.0,,,0.0,1.8949779E7,1.89E7,1.89E7,1.89E7,0.0,,0.0,0.0,,,,0.0,0.0,40.0,,,1.89E7,1.89E7,1.89E7,0.0,1.89E7,,,,,,,0.0,0.0,0.0,0.0,0.0,0.105542128,0.0,0.0,20.0,0.0,1.89E7,1.89E7,1.89E7,0.0,,-1.0,2049.0,,DDoS,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,,31060.0,0.0,2.0,,,,,0.0,0.0,0.0,
CICD_DOS_2019.csv,,0.0,0.0,0.0,0.0,0.0,792.0,0.0,528.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,22000000.0,,48.0,48.0,48.0,48.0,0.0,41666.66666666666,,,0.0,0.0,0.0,,,,828.0,828.0,48.0,48.0,48.0,0.0,,48.0,528.0,528.0,528.0,0.0,41666.66666666666,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,,-1.0,MSSQL,528.0,528.0,528.0,0.0,0.0,,,,,,,17.0,,0.0,,0.0,0.0,,0.0,,1056.0,,2.0,,,0.0,,,,0.0,2.0,0.0,1056.0,,,,0.0
CICD_DOS.csv,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,126.0,126.0,126.0,0.0,78.1860828772,0.0,126.0,0.0,0.0,1.0,53.0,0.0,,0.0,,,12900.0,12790.0,12790.0,12790.0,12790.0,0.0,,156.0,0.0,,,,0.0,0.0,8.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,39.0,39.0,39.0,0.0,0.0,78.1860828772,0.0,39.0,8.0,0.0,0.0,0.0,0.0,0.0,,-1.0,-1.0,,Benign,,,,,,126.0,68.0,39.0,50.2294734195,2523.0,102.0,17.0,0.0,,0.0,,,126.0,,1.0,,39.0,,1.0,0.0,,25232.0,1.0,1.0,,,,,126.0,39.0,0.0,
CICD_DOS.csv,1.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,,0.0,,,0.0,4263.0,4263.0,4263.0,4263.0,0.0,,469.0,0.0,,,,0.0,0.0,40.0,,,4263.0,4263.0,4263.0,0.0,4263.0,,,,,,,0.0,0.0,0.0,0.0,0.0,469.1531785,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,-1.0,32738.0,,DDoS,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,,924.0,0.0,2.0,,,,,0.0,0.0,0.0,
CICD_DOS_2019.csv,,0.0,0.0,0.0,0.0,0.0,442.0,0.0,359.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,13309.269285945673,,108045.0,107952.0,36015.0,46.0,62299.269474047614,37.02161136563469,,,0.0,0.0,0.0,,,,80.0,80.0,107952.0,36015.0,46.0,62299.269474047614,,108045.0,389.0,359.5,330.0,34.06366588218791,37.02161136563469,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,,-1.0,UDP,389.0,330.0,353.6,32.3156308928048,1044.3,,,,,,,17.0,,0.0,,0.0,0.0,,0.0,,1438.0,,4.0,,,0.0,,,,0.0,4.0,0.0,1438.0,,,,0.0
